#,Name,Instruction #1,Instruction #2,Instruction #3,Less Emotion,More Emotion,Happiness Domain,From Feelings (A),North Star (A),Parent Lineage,From Feelings (Final),To Feelings (Final),Specific Lineage,Time Required,Immediate?,Context
570,Find the Cardinal Directions,"Figure out which way the four cardinal directions are in relation to where you are. If you’re not sure, use a tool like a map on a smartphone to help orient yourself.","Starting with the east, take a moment to orient your body in that direction. Next, orient yourself towards the south, the west, then the north.  ",Consider how you feel as your orient your body in different directions. Try doing this daily if possible.,Anxiety,Contentment,nature,"Stressed, Bored, Tired, Frustrated, Curious",Oriented,,curious,present,,80,Yes,Alone
571,Reflect on Where You Are,Find a quiet place to sit down and relax. Take a few deep breaths.,Think about the physical space you are in right now. What is unique about it? What do you hear? What do you smell? With what is your body making contact?,"Next, close your eyes and imagine all the life that has passed through this very space. What or who was here 500,000 years ago? Who or what will be here 500,000 years from now? What miracles or tragedies might have happened here? Return to focusing on your breath and reflecting on what may have passed here.",Anxiety,Interest,meaning,"Stressed, Bored, Worried, Frustrated, Curious ",Thoughtful,,curious,in awe,,120,Yes,Alone
572,Smell the Earth,"In your backyard, a park, or your next walk through nature, find a soft place of earth where you can lie down on your stomach.","Using your hands, dig a small hole in the ground to expose some of the earth below. Rest your head above the whole and smell the earth for five to fifteen minutes.","Reflect on how the smells of this place are unique. When you’re ready to get up, consider if you feel more connected to this place. ",Anxiety,Contentment,nature,"Stressed, Sad, Lonely, Bored, Worried",Rooted,,stressed,grateful,,600,No,Alone
573,Release Tense Energy,Find a quiet place to sit down and relax. Place your palms facing upwards in your lap.,"Clench your fists and take a deep breath in, imagining the intensity of an emotion or tension you’re experiencing. Relax your fists and release this intensity as you exhale.",Repeat this activity several times until you feel a sense of relief.,Anxiety,Contentment,emotions,"Frustrated, Worried, Stressed, self_critical",Released,yoga,frustrated,relaxed,Yoga,120,Yes,Alone
574,Shake it Out,Find a place where you have some space for movement. Start physically shaking out your stress and worries by shaking your right leg.,"Next, shake out your left leg. Then shake out your hips and then your belly.",Shake your arms and shoulders and then shake out your whole body. Shake out all the emotions that don’t serve you. Give yourself three minutes to do this.,Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Motivated",Free,"qigong,yoga",stressed,relaxed,"Qi Gong, Yoga",180,Yes,Alone
575,Shake on Your Back,Find a space where you can comfortably lie down. Lie down on your back and lift your legs to the sky.,"Begin shaking them vigorously for two minutes. As you shake, imagine your body releasing stuck energy, feelings of anger or sadness, or whatever else that may be ailing your body.","After two minute, put your feet down and rest on your back. Notice how you feel.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Free,,frustrated,relaxed,Qoya,180,Yes,Alone
576,Move in Circles,Find a place to stand where you have some room to spread your arms. Begin to slowly circle your head from right to left. Switch directions.,"Next, circle your hips in one direction and then the other. Stretch your arms out and now do this with your wrists. Circle your wrists in one direction and then the other. ","Finally, circle your entire body in one direction and then the other. Take a moment to stand still and notice how this simple, rhythmic movement makes you feel.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Rhythmic,"qigong,yoga",stressed,relaxed,"Qi Gong, Yoga",180,Yes,Alone
577,Massage Your Head,Find a comfortable place to sit down. Begin massaging your face by gently pressing the inner corners of your eyes with your pointer fingers. Move your fingers around your eyes along your brow line to the outer corners of your eyes. Now move your fingers to below your eyes and make your way back up to the inner edge of your brow line.,"Starting just beneath your brows, draw lines with your pointer fingers from the middle of your forehead towards the temples, Working your way up towards the scalp. When you reach your scalp, use all ten fingers to gently run your fingers through your hair. Now, releasing the tension in your jaw, apply pressure with your fingers and hands making circular motions as you move towards your chin.","Finally, massage the ears with thumb and forefinger moving from top to bottom, inside to outside. When you’re done, notice how it feels offer your body some gentle, physical touch.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Centered,"qigong,yoga,daoism",stressed,relaxed,"Qi Gong, Yoga, Daoism",180,Yes,Alone
578,Massage Your Feet,"Find a comfortable place where you can sit down and take off your shoes. With your feet bare, begin giving yourself a foot massage by rubbing each toe on your right foot. Offer your feet gratitude for how they support you and carry you throughout your day.","Next, rub the ball, arch and heel of your foot in rhythmic, circular motions.",Now move on to your left foot and repeat this process again.,Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Healing,"qigong,yoga",stressed,relaxed,"Qi Gong, Yoga",180,Yes,Alone
579,Massage Your Ears,"Find a comfortable place where you can sit down for a few minutes. With your thumbs and index fingers, begin slowly rubbing the tops of your ears.",Slowly rub the outer edge of the ears moving down towards your earlobes. Pull gently downwards on your earlobes.,"Next, use your index finger to massage your inner ear gently. Continue massaging your ears wherever you feel they may need attention. Try offering gratitude to your ears as you continue massaging them.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Healing,"qigong,yoga,traditional_chinese_medicine",stressed,relaxed,"Qi Gong, Yoga, Acupuncture",180,Yes,Alone
580,Massage Your Hands,Make sure you’re seated in a comfortable place. Begin rubbing each finger on your right hand from the base of the finger up to your nail. Try to thank each finger through your own touch.,"Then use your left thumb to press between each knuckle on the palm of your right hand. Massage your palm with your left thumb, pressing and releasing. Finally, press the space between your right thumb and right forefinger with your left thumb and left forefinger and hold the pressure for a few breaths. "," Repeat these motions on your left hand, noticing how it feels to care for your hands.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Healing,"qigong,yoga,traditional_chinese_medicine",stressed,relaxed,"Qi Gong, Yoga, Acupuncture",180,Yes,Alone
581,Hug Yourself,"Cross your right arm across your chest, placing your right hand beneath your left armpit.","Wrap your left arm across your right, holding onto your right upper arm.","Close your eyes and breathe in. Imagine sensing warmth, love and safety. Do this several times throughout the day whenever your body is in need of extra love.",Anxiety,Contentment,body,"Stressed, Worried, Frustrated, Sad, self_critical",Healing,,stressed,relaxed,,60,Yes,Alone
